ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_001636795.1_LEL_1.0,1081108,Akanthomyces lecanii RCEF 1005,RCEF 1005,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces lecanii,2016-05-04,81.94x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,3946369,130,35594087,11030,1595.73,28189,570.92,28189,570.92,17159,87.84,9.42,53.09
GCA_023014455.1_ASM2301445v1,262245,Amanita exitialis,LH00005,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita exitialis,2022-04-15,85x,FALCON v. 1.8.7,PacBio Sequel,haploid,Scaffold,3025964,129,49118549,0,0,0,0,0,0,0,0,25.13,46.59
GCA_023014435.1_ASM2301443v1,67708,Amanita fuliginea,LH00002,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita fuliginea,2022-04-15,85x,FALCON v. 1.8.7,PacBio Sequel,haploid,Scaffold,3461821,35,60225502,0,0,0,0,0,0,0,0,31.15,44.56
GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0,90253,Actinomortierella wolfii,NRRL 6351,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella wolfii,2020-12-16,14.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,93672,1180,34232935,8407,2271.42,31583,462.56,31537,463.12,23176,193.60,13.16,46.97
GCA_033296875.1_Achma1,79813,Achaetomium macrosporum,CBS 532.94,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Achaetomium,Achaetomium macrosporum,2023-10-26,20x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,76086,1147,32434019,10433,1688.96,31167,496.81,31026,498.67,20734,103.06,8.04,56.08
GCA_001983365.1_ASM198336v1,87325,Amanita bisporigera,Ingham01,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita bisporigera,2017-02-02,39.0x,Velvet v. 1.2.10,Illumina HiSeq,haploid,Scaffold,13906,10390,75346262,0,0,0,0,0,0,0,0,22.11,43.18
GCA_900079185.1_AG_v1,4829,Absidia glauca,CBS 101.48 substr. RVII-324 met-,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Absidia,Absidia glauca,2016-04-15,77x,,,haploid,Scaffold,318481,5338,48746359,15120,1617.88,229,75.08,68515,287.90,0,0,26.69,41.97
GCA_000497225.1_AmaJack1.0,1417757,Amanita jacksonii TRTC168611,,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita jacksonii,2013-11-18,100.0x,Ray v. 1.7,Illumina HiSeq; 454,haploid,Scaffold,25739,4516,30856360,0,0,0,0,0,0,0,0,10.20,46.73
GCA_905337325.1_GTX0161_lecanoromycete,1903189,Alectoria fallacina,,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Alectoria,Alectoria fallacina,2021-03-25,328x,,,haploid,Scaffold,75592,1450,65236659,11164,1563.91,31060,507.65,31026,508.10,19896,85.04,38.63,37.32
GCA_016098155.1_UCR_MambBC1055_1.0,1343610,Actinomortierella ambigua,BC1065,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella ambigua,2020-12-16,25.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,48912,2284,37923144,9981,2148.97,34615,479.17,34526,480.21,24634,197.38,18.47,51.00
GCA_027604705.1_ASM2760470v1,64504,Allomyces arbusculus,Burma 1F,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces arbusculus,2023-01-09,53.5x,dipSPADes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Scaffold,317448,362,26482826,9041,1927.25,31624,480.33,31472,482.29,22583,98.93,20.82,61.79
GCA_023014405.1_ASM2301440v1,1506954,Amanita molliuscula,LH00009,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita molliuscula,2022-04-15,85x,FALCON v. 1.8.7,PacBio Sequel,haploid,Contig,,,71175040,0,0,0,0,0,0,0,0,30.30,46.50
GCA_023014475.1_ASM2301447v1,1324310,Amanita pallidorosea,LH00007,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita pallidorosea,2022-04-15,80x,Celera Assembler v. 8.3,PacBio RSII,haploid,Scaffold,537462,246,57854386,0,0,0,0,0,0,0,0,21.94,46.01
GCA_027604645.1_ASM2760464v1,64505,Allomyces javanicus,California 12,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Allomyces,Allomyces javanicus,2023-01-09,45.1x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Contig,,,29927322,10134,1872.42,34738,468.57,34585,470.31,24604,109.65,22.67,62.39
GCF_024043165.1_ASM2404316v1,1187928,Alternaria incomplexa,BMP 0042,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria incomplexa,2022-06-29,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1850413,91,33457300,11090,1564.20,27720,573.68,27608,575.65,16630,86.87,5.52,52.38
GCF_023757995.1_ASM2375799v1,283354,Alternaria metachromatica,BMP 0045,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria metachromatica,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1012319,189,37283841,11107,1567.36,27773,575.79,27666,577.67,16666,85.04,11.72,49.80
GCA_023014395.1_ASM2301439v1,580330,Amanita rimosa,LH00003,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita rimosa,2022-04-15,85x,FALCON v. 1.8.7,PacBio Sequel,haploid,Contig,,,45347215,0,0,0,0,0,0,0,0,32.28,45.99
GCA_023758005.1_ASM2375800v1,2817042,Alternaria sp. BMP 0032,BMP 0032,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. BMP 0032,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,976338,196,37291766,11103,1576.01,27730,578.27,27624,580.13,16627,88.00,11.75,49.73
GCF_023757985.1_ASM2375798v1,181014,Alternaria ethzedia,BMP 0044,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria ethzedia,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,863783,579,36016348,11096,1611.57,29101,560.99,28990,562.78,18005,86.46,10.30,50.43
GCF_024043155.1_ASM2404315v1,232088,Alternaria arbusti,BMP 1465,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria arbusti,2022-06-29,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1678447,75,33977964,11826,1529.72,29939,556.17,29833,557.83,18113,79.46,6.24,52.28
GCF_024043175.1_ASM2404317v1,45303,Alternaria infectoria,BMP 0036,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria infectoria,2022-06-29,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1572730,236,36515125,11092,1587.26,27959,574.70,27848,576.63,16867,91.18,10.93,50.11
GCA_023758125.1_ASM2375812v1,2817039,Alternaria sp. Ai002NY15,Ai002NY15,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. Ai002NY15,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1255567,174,36921486,11148,1563.31,27699,576.89,27593,578.75,16551,87.52,11.54,49.93
GCA_019702505.1_ASM1970250v1,48097,Alternaria panax,BNCC115425,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria panax,2021-08-20,427.0x; 43.0x,FALCON v. 0.3.0,PacBio; Illumina HiSeq,haploid,Scaffold,4172030,24,34756390,11838,1611.91,30636,567.21,30636,567.21,18799,90.65,8.49,51.00
GCF_023758085.1_ASM2375808v1,1187925,Alternaria hordeiaustralica,BMP 2776,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria hordeiaustralica,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1053854,188,36958049,11145,1568.06,27792,577.31,27683,579.22,16647,85.99,11.59,49.90
GCA_020011035.1_ASM2001103v1,67733,Amanita subjunquillea,LH00001,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita subjunquillea,2021-09-16,80x,Celera Assembler v. 8.3,PacBio RSII,haploid,Scaffold,838703,119,53204488,0,0,0,0,0,0,0,0,23.75,46.53
GCF_024043145.1_ASM2404314v1,181017,Alternaria conjuncta,BMP 0040,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria conjuncta,2022-06-29,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1896824,175,36109959,11758,1533.09,29829,556.80,29718,558.54,18071,78.43,10.04,50.38
GCA_003316615.1_ASM331661v1,67725,Amanita pseudoporphyria,MG37,Basidiomycota,,Agaricomycetes,,Agaricales,Amanitaceae,Amanita,Amanita pseudoporphyria,2018-07-13,90x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,7168,17345,52485497,0,0,0,0,0,0,0,0,15.71,45.94
GCF_004154835.1_ASM415483v1,156630,Alternaria arborescens,FERA 675,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria arborescens,2019-02-11,27.0x,SPAdes v. 3.9.0,Illumina MiSeq,haploid,Scaffold,862606,325,33943449,12885,1498.16,31741,569.23,31741,569.23,18818,68.04,5.50,51.06
GCA_001430935.1_ASM143093v1,2074759,Amauroascus verrucosus,UAMH 3576,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Amauroascus,Amauroascus verrucosus,2015-11-03,50.0x,SOAPdenovo v. DEC-2010,Illumina HiSeq,haploid,Scaffold,217754,3075,30376016,0,0,0,0,0,0,0,0,5.74,44.88
GCF_907166805.1_ALTATR162,119953,Alternaria atra,CS162,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria atra,2021-05-15,100x,,,haploid,Scaffold,3893166,43,39606256,12172,1707.08,33185,551.60,33185,551.60,20959,122.28,5.76,50.44
GCA_001430945.1_ASM143094v1,89421,Amauroascus niger,UAMH 3544,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Amauroascus,Amauroascus niger,2015-11-03,50.0x,SOAPdenovo v. DEC-2010,Illumina HiSeq,haploid,Scaffold,98932,3481,36718296,0,0,0,0,0,0,0,0,9.91,47.26
GCA_023758145.1_ASM2375814v1,2817041,Alternaria sp. BMP 2799,BMP 2799,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. BMP 2799,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1000369,225,36402624,11159,1561.21,27830,574.50,27722,576.38,16671,85.97,10.31,50.23
GCA_003705185.2_ASM370518v2,53487,Ambrosiozyma ambrosiae,NRRL Y-7524,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma ambrosiae,2023-07-31,46.7345863441x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,366569,108,14791786,0,0,0,0,0,0,0,0,19.17,32.52
GCA_030567475.1_ASM3056747v1,53648,Ambrosiozyma angophorae,NRRL Y-7118,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma angophorae,2023-07-31,224.120224636x,ABYSS v. 1.9.0,Illumina HiSeq,haploid,Scaffold,269477,222,12054867,0,0,0,0,0,0,0,0,26.09,31.60
GCA_030294605.1_ASM3029460v1,573041,Ambrosiella beaveri,CBS 121753,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella beaveri,2023-06-16,67.0x,SPAdes v. 3.14.0,Illumina HiSeq,haploid,Scaffold,291932,196,27124847,0,0,0,0,0,0,0,0,9.93,47.50
GCA_017499575.1_ASM1749957v1,483017,Amauroderma rugosum,ACCC 51706,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Amauroderma,Amauroderma rugosum,2021-03-22,256.0x,Canu v. 1.8; Mecat v. 1.0,Illumina HiSeq; PacBio Sequel,haploid,Contig,,,40655687,0,0,0,0,0,0,0,0,8.86,50.91
GCA_001599075.1_JCM_15019_assembly_v001,489715,Ambrosiozyma kashinagicola,JCM 15019,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma kashinagicola,2016-03-01,227x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1369417,23,12320962,0,0,0,0,0,0,0,0,16.25,36.13
GCA_030568425.1_ASM3056842v1,51920,Ambrosiozyma llanquihuensis,NRRL Y-17657,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma llanquihuensis,2023-07-31,94.8171366469x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Contig,,,13544540,0,0,0,0,0,0,0,0,14.62,38.04
GCF_023758075.1_ASM2375807v1,430562,Alternaria novae-zelandiae,BMP 2774,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria novae-zelandiae,2022-06-17,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,1242974,204,37570309,11027,1613.10,29026,558.48,28918,560.22,17999,87.62,12.52,49.53
GCA_002778035.1_ASM277803v1,44383,Ambrosiella xylebori,CBS 110.61,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella xylebori,2017-11-16,141x,AllPaths v. 48777,Illumina HiSeq,haploid,Scaffold,1859748,39,27201902,0,0,0,0,0,0,0,0,9.41,46.35
GCA_030572235.1_ASM3057223v1,1382202,Ambrosiozyma kamigamensis,NRRL Y-63629,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma kamigamensis,2023-07-31,39.102892261x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,59429,1475,19176771,0,0,0,0,0,0,0,0,32.99,28.56
GCA_017139545.1_ASM1713954v1,1906498,Ambrosiella cleistominuta,CBS 141682,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ambrosiella,Ambrosiella cleistominuta,2021-03-02,38.0x,SPAdes v. 3.14.0,IonTorrent; Illumina HiSeq,haploid,Scaffold,108394,1284,27084340,0,0,0,0,0,0,0,0,9.21,46.80
GCF_028009165.1_ASM2800916v1,2231603,Akanthomyces muscarius,Ve6,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces muscarius,2023-01-26,893.0x,Flye v. 2.9-b1768,PacBio RSII,haploid,Chromosome,4856708,12,36207525,12347,1542.35,38428,456.98,38428,456.98,25467,91.78,9.10,53.01
GCA_030579935.1_ASM3057993v1,44082,Ambrosiozyma cicatricosa,NRRL Y-17594T,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma cicatricosa,2023-07-31,112.153276029x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,36430,1744,23266441,0,0,0,0,0,0,0,0,15.30,37.74
GCA_003706635.2_ASM370663v2,904902,Ambrosiozyma maleeae (nom. inval.),NRRL Y-63635,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma maleeae (nom. inval.),2023-07-26,106.909319663x,SPADES v. 3.7,Illumina HiSeq,haploid,Contig,,,12697394,0,0,0,0,0,0,0,0,8.46,43.77
GCA_004156025.2_ASM415602v2,167740,Alternaria gaisen,FERA 650,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria gaisen,2019-10-08,78.5x,SMARTdenovo v. MAY-2017,Oxford Nanopore MiniION; Illumina MiSeq,haploid,Contig,,,34346950,13150,1506.61,33293,554.35,33293,554.35,20092,70.39,4.88,51.14
GCF_010015735.1_Aaoar1,1450172,Aaosphaeria arxii CBS 175.79,CBS 175.79,Ascomycota,,Dothideomycetes,,Pleosporales,,Aaosphaeria,Aaosphaeria arxii,2020-01-29,86.5x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,4421818,55,38901049,14290,1725.31,39350,574.04,38605,497.10,25057,82.47,7.66,49.70
GCF_001642055.1_Altal1,5599,Alternaria alternata,SRC1lrK2f,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,2016-05-11,147.1x,Allpaths-LG v. R46652,Illumina,haploid,Scaffold,1097884,79,32990834,13572,1714.14,35204,614.74,34275,539.31,21627,75.08,5.09,51.40
GCA_003706315.3_ASM370631v3,1382206,Ambrosiozyma oregonensis (nom. inval.),NRRL Y-6106,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma oregonensis (nom. inval.),2023-07-31,191.771292163x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,334567,341,15100962,0,0,0,0,0,0,0,0,24.04,30.95
GCF_013036055.1_ASM1303605v1,1187904,Alternaria burnsii,CBS107.38,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria burnsii,2020-05-11,146.0x,ABySS v. Dec-2018,Illumina HiSeq,haploid,Scaffold,1805719,67,32958128,11314,1889.38,33747,546.34,33728,546.43,22433,131.02,5.00,50.90
GCA_003707895.3_ASM370789v3,489716,Ambrosiozyma pseudovanderkliftii,NRRL Y-63632,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma pseudovanderkliftii,2023-07-14,141.786307455x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,239702,199,14375358,0,0,0,0,0,0,0,0,20.15,35.60
GCA_030557395.1_ASM3055739v1,36918,Ambrosiozyma platypodis,NRRL Y-6732,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma platypodis,2023-07-31,95.931683064x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,196169,333,16279223,0,0,0,0,0,0,0,0,16.36,35.01
GCA_003707675.3_ASM370767v3,43984,Ambrosiozyma philentoma,NRRL Y-7523,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma philentoma,2023-07-31,93.9191210651x,SPADES v. 3.7,Illumina HiSeq,haploid,Contig,,,17467286,0,0,0,0,0,0,0,0,16.50,35.05
GCA_030567495.1_ASM3056749v1,1382203,Ambrosiozyma neoplatypodis,NRRL Y-63630,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma neoplatypodis,2023-07-31,66.8027465026x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,52344,1763,18833552,0,0,0,0,0,0,0,0,35.33,27.68
GCA_003705225.2_ASM370522v2,489717,Ambrosiozyma vanderkliftii,NRRL Y-63633,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma vanderkliftii,2023-07-31,132.88592225x,DISCOVAR v. r51885,Illumina HiSeq,haploid,Scaffold,115710,297,14491520,0,0,0,0,0,0,0,0,18.82,35.36
GCA_001599995.1_JCM_7599_assembly_v001,43982,Ambrosiozyma monospora,JCM 7599,Ascomycota,,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ambrosiozyma,Ambrosiozyma monospora,2016-03-01,116x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,679229,118,24978438,0,0,0,0,0,0,0,0,16.26,37.18
GCA_018985225.1_ASM1898522v1,2109901,Amoeboradix gromovi,X-113,Sanchytriomycota,,Sanchytriomycetes,,Sanchytriales,Sanchytriaceae,Amoeboradix,Amoeboradix gromovi,2021-06-21,123.9x,SPAdes v. 3.11.0,Illumina HiSeq,haploid,Contig,,,10549678,0,0,0,0,0,0,0,0,14.50,36.27
GCF_024291825.1_ASM2429182v1,1187938,Alternaria postmessia,BMP 2775,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria postmessia,2022-07-15,60x,SPAdes v. 1.2,Illumina HiSeq,haploid,Scaffold,300389,708,34409470,11767,1586.25,31050,551.39,30914,553.42,19283,80.11,6.17,51.01
GCA_004802645.1_ASM480264v1,1934353,Amesia nigricolor,F5,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Amesia,Amesia nigricolor,2019-04-22,336.0x,HGAP v. 2.3,PacBio; Illumina HiSeq,haploid,Contig,,,31024310,0,0,0,0,0,0,0,0,12.18,56.59
GCA_026054675.1_ASM2605467v1,91480,Alyxoria varia,Spribille s.n. 20.09.2020/TS-e1968,Ascomycota,,Arthoniomycetes,,Arthoniales,Lecanographaceae,Alyxoria,Alyxoria varia,2022-11-07,1042x,SPAdes v. 3.13.1,Illumina HiSeq,haploid,Contig,,,25325852,7611,1797.80,20683,593.08,20650,593.87,13072,108.35,7.40,50.00
GCA_018398575.1_ASM1839857v1,50730,Ampelomyces quisqualis,BRIP 72107,Ascomycota,,Dothideomycetes,,Pleosporales,Phaeosphaeriaceae,Ampelomyces,Ampelomyces quisqualis,2021-05-19,300.0x,MaSuRCA v. 3.3.3,Illumina MiSeq; Oxford Nanopore MinION,haploid,Scaffold,2994887,24,40378121,0,0,0,0,0,0,0,0,22.87,45.54
GCF_020736505.1_Altro1,1187941,Alternaria rosae,MPI-PUGE-AT-0040,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria rosae,2021-11-02,138.21x,Falcon v. 1.8.8,PacBio SEQUEL,haploid,Contig,,,33831682,12720,1799.89,33784,630.30,33090,543.64,21057,76.05,5.24,52.03
GCA_010623925.1_ASM1062392v1,1955577,Antarctomyces pellizariae,UFMG-CB-12416,Ascomycota,,Leotiomycetes,,Thelebolales,Thelebolaceae,Antarctomyces,Antarctomyces pellizariae,2020-02-14,82.0x,SPAdes v. 3.10.1,Illumina HiSeq,haploid,Contig,,,24217994,0,0,0,0,0,0,0,0,6.60,49.93
GCA_004123355.1_ASM412335v1,743113,Amphirosellinia nigrospora,JS-1675,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Amphirosellinia,Amphirosellinia nigrospora,2019-01-31,347.67x,FALCON v. 0.2JASM; SOAPdenovo v. 2.04,PacBio Sequel; Illumina HiSeq,haploid,Scaffold,11779755,18,48177783,0,0,0,0,0,0,0,0,17.60,43.80
GCA_001875675.1_ASM187567v1,1866961,Amphiamblys sp. WSBS2006,WSBS2006,Microsporidia,,,,,Amphiacanthidae,Amphiamblys,Amphiamblys sp. WSBS2006,2016-11-10,350.0x,SPAdes v. 3.0.0,Illumina HiSeq,haploid,Scaffold,12035,1727,5620147,3695,971.25,3690,971.11,3642,982.90,0,0,17.48,50.22
GCA_036971615.1_ASM3697161v1,1333629,Amyloporia xantha,YAFMF0618,Basidiomycota,,Agaricomycetes,,Polyporales,Adustoporiaceae,Amyloporia,Amyloporia xantha,2024-03-04,130.0x,SPAdes v. Nov-2021,Illumina NovaSeq; Oxford Nanopore,haploid,Contig,,,46808119,0,0,0,0,0,0,0,0,7.23,51.54
GCA_014826065.1_ASM1482606v1,249478,Anthracocystis panici-leucophaei,SPL10,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis panici-leucophaei,2020-09-30,32.0x,Canu v. 1.8; Pilon v. 1.23,Illumina MiSeq; Oxford Nanopore MiniION,haploid,Complete Genome,969070,23,18915934,0,0,0,0,0,0,0,0,9.15,53.99
GCA_040126005.1_TJAS01,326628,Annulohypoxylon stygium,TJAS01,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Annulohypoxylon,Annulohypoxylon stygium,2024-06-11,57.0x,runCA v. apr-2017,PacBio RS,haploid,Complete Genome,4183141,10,38763155,0,0,0,0,0,0,0,0,7.45,47.04
GCA_007674295.1_ASM767429v1,278021,Antonospora locustae,CLX,Microsporidia,,,,,,Antonospora,Antonospora locustae,2019-08-01,198.0x,Celera Assembler v. 8.3rc2,PacBio,haploid,Chromosome,183675,18,3171376,0,0,0,0,0,0,0,0,11.25,41.97
GCA_928858565.1_RK031,1134040,Anthracocystis walkeri,RK 031,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis walkeri,2022-04-30,40x,,,haploid,Contig,,,18415360,0,0,0,0,0,0,0,0,8.85,53.92
GCA_928724745.1_BRIP_26904_a,882916,Anthracocystis setariae,BRIP 26904 a,Basidiomycota,,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Anthracocystis,Anthracocystis setariae,2022-04-30,40x,,,haploid,Contig,,,21488978,0,0,0,0,0,0,0,0,10.38,54.40
GCA_012932865.1_ASM1293286v1,103385,Amylostereum areolatum,HG-01,Basidiomycota,,Agaricomycetes,,Russulales,Stereaceae,Amylostereum,Amylostereum areolatum,2020-04-29,200.0x,Celera Assembler v. 8.3,PacBio Sequel,haploid,Scaffold,731813,248,57567124,0,0,0,0,0,0,0,0,15.83,54.40
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2,1288291,Anncaliia algerae PRA339,PRA339,Microsporidia,,,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,2014-05-06,73.0x,allpaths v. R47789,Illumina,haploid,Scaffold,71704,431,12163397,3661,813.64,3661,813.64,3598,801.03,0,0,33.25,19.14
GCA_014839905.1_ASM1483990v1,180776,Aphanoascus verrucosus,IHEM 4434,Ascomycota,,Eurotiomycetes,,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus verrucosus,2020-09-30,172.0x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Scaffold,431853,211,23059040,0,0,0,0,0,0,0,0,5.66,49.58
GCA_015345905.1_ASM1534590v1,2592879,Aotearoamyces nothofagi,ICMP 21868,Ascomycota,,Leotiomycetes,,Leotiales,Tympanidaceae,Aotearoamyces,Aotearoamyces nothofagi,2020-11-10,98.0x,SPAdes v. 3.14.0,Illumina NovaSeq,haploid,Scaffold,827040,288,26044277,0,0,0,0,0,0,0,0,8.01,48.82
GCA_003574525.1_ASM357452v1,1678846,Alternaria sp. MG1,MG1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp. MG1,2018-09-18,138.0x,Velvet v. 1.2.10,Illumina,haploid,Scaffold,1661510,130,34695644,13440,1442.17,30691,589.04,30691,589.04,17251,75.63,5.37,49.94
