ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_004802725.1_ASM480272v1,2447956,Antrodiella citrinella,DSM 108506,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Steccherinaceae,Antrodiella,Antrodiella citrinella
GCA_015345905.1_ASM1534590v1,2592879,Aotearoamyces nothofagi,ICMP 21868,Ascomycota,Pezizomycotina,Leotiomycetes,,Leotiales,Tympanidaceae,Aotearoamyces,Aotearoamyces nothofagi
GCA_014839905.1_ASM1483990v1,180776,Aphanoascus verrucosus,IHEM 4434,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus verrucosus
GCA_006508115.1_ASM650811v1,1337666,Apiospora malaysiana,STlab-iicb,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium malaysianum
GCA_019976485.1_ASM1997648v1,1337662,Apiospora pterosperma,CBS 123185,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium pterospermum
GCA_022605435.1_ASM2260543v1,990691,Apiospora rasikravindrae,AQZ-20,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora rasikravindrae
GCA_019000065.1_ASM1900006v1,335842,Apiospora saccharicola,KUC21221,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium saccharicola
GCA_002973495.1_ASM297349v1,279327,Apiotrichum akiyoshidainum,HP2023,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum akiyoshidainum
GCA_001600295.1_JCM_1599_assembly_v001,82513,Apiotrichum brassicae,JCM 1599,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum brassicae
GCA_001599015.1_JCM_9580_assembly_v001,82514,Apiotrichum domesticum,JCM 9580,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum domesticum
GCA_001600315.1_JCM_9941_assembly_v001,1105092,Apiotrichum gamsii,JCM 9941,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum gamsii
GCA_001600335.1_JCM_10018_assembly_v001,82516,Apiotrichum gracile,JCM 10018,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum gracile
GCA_001600735.1_JCM_2947_assembly_v001,82520,Apiotrichum laibachii,JCM 2947,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum laibachii
GCA_001598995.1_JCM_9937_assembly_v001,82521,Apiotrichum montevideense,JCM 9937,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum montevideense
GCA_013177335.1_ASM1317733v1,252803,Apiotrichum mycotoxinovorans,CICC 1454,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum mycotoxinovorans
GCF_003942205.1_ASM394220v1,105984,Apiotrichum porosum,DSM 27194,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum porosum
GCA_023653615.1_APSI0,265193,Apiotrichum siamense,L8in5,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum siamense
GCA_001600595.1_JCM_10691_assembly_v001,105713,Apiotrichum veenhuisii,JCM 10691,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum veenhuisii
GCF_010093885.1_Aplpr1,462254,Aplosporella prunicola,CBS 121167,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Aplosporellaceae,Aplosporella,Aplosporella prunicola
GCA_000696995.1_ApoEleB7760-1.0,90269,Apophysomyces elegans,B7760,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces elegans
GCA_014839865.1_ASM1483986v1,679940,Apophysomyces ossiformis,NRRL A-21654,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces ossiformis
GCA_016097715.1_ASM1609771v1,2184030,Apophysomyces sp. BC1015,BC1015,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces sp. BC1015
GCA_016097735.1_ASM1609773v1,2184031,Apophysomyces sp. BC1021,BC1021,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces sp. BC1021
GCA_016097755.1_ASM1609775v1,2184029,Apophysomyces sp. BC1034,BC1034,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces sp. BC1034
GCA_000696975.1_ApoTraB9324-1.0,679948,Apophysomyces trapeziformis,B9324,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces trapeziformis
GCA_002749535.1_ASM274953v1,760013,Apophysomyces variabilis,NCCPF 102052,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Apophysomyces,Apophysomyces variabilis
GCA_003415625.1_ASM341562v1,1634478,Aquanectria penicillioides,NNIBRFG19,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Aquanectria,Aquanectria penicillioides
GCA_003988855.1_ASM398885v1,2259763,Arachnopeziza araneosa,D781,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza araneosa
GCA_022818075.1_ASM2281807v1,1156164,Armillaria altimontana,837-10,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria altimontana
GCA_013427175.2_ASM1342717v2,47425,Armillaria borealis,AB13-TR4-IP16,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria borealis
GCA_900157415.1_version_2,47426,Armillaria cepistipes,B5,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria cepistipes
GCA_001679825.1_ASM167982v1,108572,Armillaria fuscipes,CMW2740,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria fuscipes
GCA_012064365.1_YMU_Armga_1.1,47427,Armillaria gallica,012m,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria gallica
GCA_900157425.1_version_2,47428,Armillaria ostoyae,C18/9,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria ostoyae
GCA_022818035.1_ASM2281803v1,1076256,Armillaria solidipes,ID001,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Physalacriaceae,Armillaria,Armillaria solidipes
GCA_002989075.1_artRad1.0,39680,Arthonia radiata,EZ20314,Ascomycota,Pezizomycotina,Arthoniomycetes,,Arthoniales,Arthoniaceae,Arthonia,Arthonia radiata
GCA_006503535.1_ASM650353v1,112178,Arthrinium phaeospermum,M.B.Ellis,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium phaeospermum
GCA_022414665.1_ASM2241466v1,335850,Arthrinium puccinioides,CBS 549.89,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium puccinioides
GCA_017163955.1_ASM1716395v1,2804010,Arthrinium sp. KUC21332,KUC21332,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium sp. KUC21332
GCA_012184315.1_ASM1218431v1,321852,Arthrobotrys entomopaga,CBS642.8,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys entomopaga
GCA_004000055.1_DF_1.0,97331,Arthrobotrys flagrans,CBS H-5679,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys flagrans
GCA_003614865.1_ASM361486v1,1758292,Arthrocladium fulminans,CBS 136243,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Trichomeriaceae,Arthrocladium,Arthrocladium fulminans
GCF_011692745.1_ASM1169274v1,74035,Arthroderma uncinatum,CBS 119779,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma uncinatum
GCA_018855395.1_ASM1885539v1,530044,Arthromyces matolae,D32,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Arthromyces,Arthromyces matolae
GCA_003415645.1_ASM341564v1,253309,Articulospora tetracladia,NNIBRFG329,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Discinellaceae,Articulospora,Articulospora tetracladia
GCA_022160305.1_Clapy1,48021,Artomyces pyxidatus,HHB10654,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces,Artomyces pyxidatus
GCA_003788565.2_Ascim1,5191,Ascobolus immersus,RN42,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascobolaceae,Ascobolus,Ascobolus immersus
GCA_004335285.1_ASM433528v1,372025,Ascochyta fabae,247/15,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta fabae
GCA_004151165.1_ASM415116v1,2654375,Ascochyta koolunga,PIN-15-415,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta koolunga
GCA_004011705.1_Alentis_Al4,205686,Ascochyta lentis,Al4,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta lentis
GCF_004011695.1_Arabiei_Me14,5454,Ascochyta rabiei,Me14,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta rabiei
GCA_004335155.1_ASM433515v1,1677696,Ascochyta viciae,FOR-16-616,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae
GCA_004335205.1_ASM433520v1,487627,Ascochyta viciae-villosae,ONG-16-641,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Ascochyta,Ascochyta viciae-villosae
GCA_000328965.1_ASM32896v1,139061,Ascocoryne sarcoides,NRRL 50072,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne sarcoides
GCA_004786065.1_Ascni1,341454,Ascodesmis nigricans,CBS 389.68,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Ascodesmidaceae,Ascodesmis,Ascodesmis nigricans
GCA_001600695.1_JCM_7603_assembly_v001,1301101,Ascoidea asiatica,JCM 7603,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Ascoideaceae,Ascoidea,Ascoidea asiatica
GCF_001661345.1_Ascru1,54195,Ascoidea rubescens,DSM 1968,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Ascoideaceae,Ascoidea,Ascoidea rubescens
GCA_024244165.1_UCR_Aace_1.0,51565,Ascosphaera acerosa,ATCC 201316,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera acerosa
GCA_024244195.1_UCR_Aagg_1.0,51564,Ascosphaera aggregata,USDA-ARS PIBMSR Wild2,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera aggregata
GCA_001636715.1_AAP_1.0,5105,Ascosphaera apis,ARSEF 7405,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera apis
GCA_024244595.1_UCR_Aatr_1.0,51567,Ascosphaera atra,ARSEF 5147,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera atra
GCA_024244615.1_UCR_Apol_1.0,51576,Ascosphaera pollenicola,ATCC 62712,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ascosphaeraceae,Ascosphaera,Ascosphaera pollenicola
GCA_023626435.1_ASM2362643v1,2940351,Aspergillaceae sp. M1327,PF1803
GCA_023626575.1_ASM2362657v1,2940349,Aspergillaceae sp. PF1803,PT4103
GCA_023626355.1_ASM2362635v1,2940352,Aspergillaceae sp. S1602,S1701
GCA_023626415.1_ASM2362641v1,2940350,Aspergillaceae sp. S1701,PF2412A
GCF_003184765.1_Aspacu1,487661,Aspergillus aculeatinus,CBS 121060,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatinus
GCF_001890905.1_Aspac1,5053,Aspergillus aculeatus,ATCC 16872,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aculeatus
GCA_001931935.1_ASM193193v1,2562445,Aspergillus aff. floccosus IMV 01167,IMV 01167,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus aff. floccosus IMV 01167
GCA_023601865.1_ASM2360186v1,1070780,Aspergillus affinis,CMG 70,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus affinis
GCF_009176365.1_Aspalli1,209559,Aspergillus alliaceus,CBS 536.65,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus alliaceus
GCA_023624915.1_ASM2362491v1,1220191,Aspergillus amoenus,S2904,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus amoenus
GCA_009193545.1_Aspara19utr,656916,Aspergillus arachidicola,CBS 117612,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus arachidicola
GCA_009193465.1_Aspave1,36643,Aspergillus avenaceus,IBT 18842,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus avenaceus
GCA_003850985.1_Aawm_assembly01,105351,Aspergillus awamori,IFM 58123,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus awamori
GCA_009193595.1_Aspber1,1226010,Aspergillus bertholletiae,IBT 29228,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus bertholletiae
GCF_001792695.1_ASM179269v1,109264,Aspergillus bombycis,NRRL 26010,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus bombycis
GCA_001889945.1_Aspbr1,319629,Aspergillus brasiliensis,CBS 101740,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus brasiliensis
GCF_003184695.1_Aspbru1,1191711,Aspergillus brunneoviolaceus,CBS 621.78,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus brunneoviolaceus
GCA_020284055.1_ASM2028405v1,41418,Aspergillus brunneus,CBS 112.26,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus brunneus
GCA_013421405.2_ASM1342140v2,2508778,Aspergillus burnettii,FRR 5400,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus burnettii
GCF_009193585.1_Aspcae1,61420,Aspergillus caelatus,CBS 763.97,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus caelatus
GCA_001511075.1_Acal_Allpaths_LG,454130,Aspergillus calidoustus,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus calidoustus
GCF_002847485.1_Aspcam1,41068,Aspergillus campestris,IBT 28561,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus campestris
GCF_002847045.1_Aspcand1,41067,Aspergillus candidus,CBS 102.13,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus candidus
GCA_001990825.1_Aspca3,40993,Aspergillus carbonarius,ITEM 5010,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus carbonarius
GCA_004769165.1_ASM476916v1,1884262,Aspergillus cejpii,FS110,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus cejpii
GCF_016861735.1_AchevalieriM1_assembly01,182096,Aspergillus chevalieri,M1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus chevalieri
GCF_000002715.2_ASM271v1,5057,Aspergillus clavatus,NRRL 1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus
GCA_009193565.1_Aspcor1,138285,Aspergillus coremiiformis,CBS 553.77,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus coremiiformis
GCF_003184835.1_Aspcos1,319631,Aspergillus costaricaensis,CBS 115574,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus costaricensis
GCA_021436935.1_ASM2143693v1,1220201,Aspergillus creber,HOSP050413_5_135,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus creber
GCA_001693355.1_ASM169335v1,573508,Aspergillus cristatus,YKY807,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus cristatus
GCA_019828945.1_ASM1982894v1,1695224,Aspergillus croceus,JS3-P1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus croceus
GCA_016097275.1_ASM1609727v1,93033,Aspergillus elegans,IMI 345568,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus elegans
GCA_003184645.1_Aspell1,41066,Aspergillus ellipticus,CBS 707.79,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ellipticus
GCF_003184535.1_Aspeuc1,1340029,Aspergillus eucalypticola,CBS 122712,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus eucalypticola
GCA_014281915.1_ASM1428191v1,1287682,Aspergillus felis,CNM-CM7691,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus felis
GCF_003184825.1_Aspfij1,1191702,Aspergillus fijiensis,CBS 313.89,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fijiensis
GCF_000149645.3_ASM14964v4,36630,Aspergillus fischeri,NRRL 181,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fischeri
GCF_014117465.1_ASM1411746v1,5059,Aspergillus flavus,NRRL3357,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus
GCA_012184565.1_ASM1218456v1,1072270,Aspergillus floridensis,IHEM 21069,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus floridensis
GCA_012656285.1_ASM1265628v1,340414,Aspergillus fumigatiaffinis,CNM-CM6805,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatiaffinis
GCF_000002655.1_ASM265v1,746128,Aspergillus fumigatus,Af293,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus
GCF_001890805.1_Aspgl1,41413,Aspergillus glaucus,CBS 516.65,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus glaucus
GCA_001696595.2_ASM169659v2,1873369,Aspergillus hancockii,FRR 3425,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus hancockii
GCF_003184545.1_Asphet1,51019,Aspergillus heteromorphus,CBS 117.55,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus heteromorphus
GCA_014281905.1_ASM1428190v1,1194566,Aspergillus hiratsukae,CNM-CM5793,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus hiratsukae
GCF_003184865.1_Asphom1,319626,Aspergillus homomorphus,CBS 101889,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus homomorphus
GCF_003184845.1_Aspibe1,301854,Aspergillus ibericus,CBS 121593,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ibericus
GCA_003719405.1_ASM371940v1,2484740,Aspergillus incahuasiensis,NRRL 66825,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus incahuasiensis
GCA_003184685.1_Aspind1,1232676,Aspergillus indologenus,CBS 114.80,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus indologenus
GCF_003184785.1_Aspjap1,34381,Aspergillus japonicus,CBS 114.51,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus japonicus
GCA_021437015.1_ASM2143701v1,1220206,Aspergillus jensenii,C4_18042019,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus jensenii
GCA_013306195.1_ASM1330619v1,41734,Aspergillus latus,MM151978,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus latus
GCF_010724455.1_ASM1072445v1,293939,Aspergillus lentulus,IFM 58399,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus lentulus
GCA_009176345.1_Asplep1,41062,Aspergillus leporis,CBS 151.66,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus leporis
GCF_016861625.1_AkawachiiIFO4308_assembly01,1069201,Aspergillus luchuensis,IFO 4308,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus luchuensis
GCF_016097325.1_ASM1609732v1,138277,Aspergillus melleus,CBS 546.65,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus melleus
GCA_009176455.1_Aspmin1,656917,Aspergillus minisclerotigenes,CBS 117635,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus minisclerotigenes
GCA_020826735.1_ASM2082673v1,1173306,Aspergillus montevidensis,ZYD4,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus montevidensis
GCF_003369625.1_ASM336962v1,1810919,Aspergillus mulundensis,DSM 5745,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus mulundensis
