ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_023653615.1,Apiotrichum siamense,L8in5,265193,1;2;3;4;8;A;J;N;P;PRJNA812413;R,23186175,151613,APSI0
GCA_025530005.1,Apiotrichum sp. M3315A-1,M3315A-1,2950508,1;2;3;8;A;J;N;P;PRJNA833221;R,47175374,48223,ASM2553000v1
GCA_025531445.1,Apiotrichum sp. PA4207,PA4207,2950504,1;2;3;8;A;J;N;P;PRJNA833221;R,49164141,360258,ASM2553144v1
GCA_025531405.1,Apiotrichum sp. PDH3304B,PDH3304B,2950505,1;2;3;8;A;J;N;P;PRJNA833221;R,48989798,417417,ASM2553140v1
GCA_025531385.1,Apiotrichum sp. PL3306B,PL3306B,2950506,1;2;3;8;A;J;N;P;PRJNA833221;R,48854855,367455,ASM2553138v1
GCA_025529995.1,Apiotrichum sp. PL3309B,PL3309B,2950509,1;2;3;8;A;J;N;P;PRJNA833221;R,48972920,418394,ASM2552999v1
GCA_025529965.1,Apiotrichum sp. Y3305A,Y3305A,2950510,1;2;3;8;A;J;N;P;PRJNA833221;R,44190222,56233,ASM2552996v1
GCA_025530845.1,Apiotrichum sp. Y4201-1,Y4201-1,2950507,1;2;3;8;A;J;N;P;PRJNA833221;R,48722126,447180,ASM2553084v1
GCA_025531455.1,Apiotrichum sp. Y4204,Y4204,2950503,1;2;3;8;A;J;N;P;PRJNA833221;R,49165953,441079,ASM2553145v1
GCA_001600595.1,Apiotrichum veenhuisii,JCM 10691,105713,1;3;7;B;D;J;P;PRJDB3556;PRJDB3717;R,31617680,358142,JCM_10691_assembly_v001
GCF_010093885.1,Aplosporella prunicola CBS 121167,CBS 121167,1176127,0;1;3;4;6;9;A;J;N;P;PRJNA196034;R,32818685,124200,Aplpr1
GCA_033439685.1,Apodospora peruviana,CBS 118394,516989,0;3;4;7;9;A;J;N;P;PRJNA370049;R,42017045,4735592,Apope1
GCA_000696995.1,Apophysomyces elegans B7760,B7760,1274791,1;4;8;A;J;N;P;PRJNA184884;R,38467560,101064,ApoEleB7760-1.0
GCA_014839865.1,Apophysomyces ossiformis,NRRL A-21654,679940,4;6;7;9;A;J;N;P;PRJNA499679;R,34079843,98739,ASM1483986v1
GCA_016097715.1,Apophysomyces sp. BC1015,BC1015,2184030,3;4;6;7;A;J;N;P;PRJNA463337;R,37625439,32585,ASM1609771v1
GCA_016097735.1,Apophysomyces sp. BC1021,BC1021,2184031,3;4;6;A;J;N;P;PRJNA463336;R,35139595,34158,ASM1609773v1
GCA_016097755.1,Apophysomyces sp. BC1034,BC1034,2184029,3;4;5;6;A;J;N;P;PRJNA463335;R,37767103,34252,ASM1609775v1
GCA_000696975.1,Apophysomyces trapeziformis B9324,B9324,1274790,1;3;4;8;A;J;N;P;PRJNA184883;R,35840759,141065,ApoTraB9324-1.0
GCA_002749535.1,Apophysomyces variabilis,NCCPF 102052,760013,1;2;3;6;7;9;A;J;N;P;PRJNA379216;R,39322312,147966,ASM274953v1
GCA_003415625.1,Aquanectria penicillioides,NNIBRFG19,1634478,0;4;5;6;A;J;N;P;PRJNA445064;R,53763490,4037603,ASM341562v1
GCA_949709995.1,Arachnomyces peruvianus,,2219007,0;3;6;7;B;E;J;P;PRJEB40665;PRJEB43510;PRJEB60196;PRJEB60736;PRJNA533106;R,34558840,1462005,gpAraPeru1.1
GCA_032988195.1,Arachnomyces sp. PD_36,PD_36,2135914,0;3;4;9;A;J;N;P;PRJNA439304;R,31316195,487771,ASM3298819v1
GCA_003988855.1,Arachnopeziza araneosa,D781,2259763,2;4;6;7;8;A;J;N;P;PRJNA487672;R,40453245,208374,ASM398885v1
GCA_022818075.1,Armillaria altimontana,837-10,1156164,0;3;6;7;8;A;J;N;P;PRJNA766083;R,73739702,1627506,ASM2281807v1
GCA_030435635.1,Armillaria borealis,FPL87.14,47425,1;5;6;8;9;A;J;N;P;PRJNA519861;R,71689880,355568,Armbor1
GCA_900157415.1,Armillaria cepistipes,B5,47426,0;1;2;5;9;B;E;J;P;PRJEB19205;R,75519607,2288895,version 2
GCA_030407015.1,Armillaria fumosa,CBS 122221,153910,4;6;7;9;A;J;N;P;PRJNA677794;R,55824865,3850518,Armfum1
GCA_001679825.1,Armillaria fuscipes,CMW2740,108572,0;1;3;5;6;A;J;N;P;PRJNA315660;R,52984320,4876,ASM167982v1
GCA_012064365.1,Armillaria gallica,012m,47427,1;5;6;8;9;A;J;N;P;PRJNA561899;R,87305441,2159699,YMU_Armga_1.1
GCA_030435615.1,Armillaria luteobubalina,HWK02,153913,0;3;5;6;A;J;N;P;PRJNA500536;R,97106278,840346,Armlut1
GCA_030407055.1,Armillaria mellea,ELDO17,47429,1;2;5;6;7;A;J;N;P;PRJNA571622;R,70852771,2540624,Armmel1
GCA_030407065.1,Armillaria nabsnona,CMW6904,64368,0;3;5;7;8;A;J;N;P;PRJNA500837;R,62718798,2689454,Armnab1
GCA_030435655.1,Armillaria novae-zelandiae,ICMP 16352,153914,3;6;7;9;A;J;N;P;PRJNA677793;R,79334843,741865,Armnov1
GCA_902506015.1,Armillaria ostoyae,C18/9,47428,0;1;2;5;9;B;E;J;P;PRJEB19205;R,56666185,1610817,ARMOSTPCHR
GCA_022818035.1,Armillaria solidipes,ID001,1076256,0;1;5;6;7;A;J;N;P;PRJNA766051;R,55735298,2424439,ASM2281803v1
GCA_028551335.1,Armillaria sp. CMW 4456,CMW 4456,366497,0;1;5;6;8;A;J;N;P;PRJNA855160;R,54954005,128967,ASM2855133v1
GCA_002989075.1,Arthonia radiata,EZ20314,39680,2;3;4;8;A;J;N;P;PRJNA432823;R,33501807,1258598,artRad1.0
GCA_006503535.1,Arthrinium phaeospermum,M.B.Ellis,112178,1;2;3;4;7;9;A;J;N;P;PRJNA491372;R,48449939,3733262,ASM650353v1
GCA_022414665.1,Arthrinium puccinioides,CBS 549.89,335850,3;4;6;7;8;A;J;N;P;PRJNA764836;R,39650489,6167320,ASM2241466v1
GCA_017163955.1,Arthrinium sp. KUC21332,KUC21332,2804010,2;3;5;6;8;9;A;J;N;P;PRJNA692538;R,48739493,3570796,ASM1716395v1
GCA_012184315.1,Arthrobotrys entomopaga,CBS642.8,321852,2;3;4;5;8;A;J;N;P;PRJNA283584;R,38379124,185317,ASM1218431v1
GCA_004000055.1,Arthrobotrys flagrans,CBS H-5679,97331,0;3;4;9;A;J;N;P;PRJNA494930;R,36645795,6168687,DF_1.0
GCA_003614865.1,Arthrocladium fulminans,CBS 136243,1758292,0;4;5;7;8;A;J;N;P;PRJNA485507;R,27195275,1671613,ASM361486v1
GCA_030411455.1,Arthroderma sp. MBC 290,MBC 290,2978605,0;3;7;8;9;A;J;N;P;PRJNA879330;R,24326069,306013,ASM3041145v1
GCA_032351835.1,Arthroderma sp. MBC 293,MBC 293,2978606,0;3;7;8;9;A;J;N;P;PRJNA879330;R,23892988,456371,ASM3235183v1
GCA_030789285.1,Arthroderma sp. MBC 929,MBC 929,2993634,0;3;7;8;9;A;J;N;P;PRJNA879330;R,23987874,364560,ASM3078928v1
GCA_030789025.1,Arthroderma sp. MBC 961,MBC 961,2993635,0;3;7;8;9;A;J;N;P;PRJNA879330;R,23858143,657041,ASM3078902v1
GCA_032989685.1,Arthroderma sp. PD_2,PD_2,2135919,0;3;4;9;A;J;N;P;PRJNA439304;R,23038789,15062,ASM3298968v1
GCF_011692745.1,Arthroderma uncinatum,CBS 119779,74035,3;5;7;8;A;J;N;P;PRJNA587833;R,23563256,6243361,ASM1169274v1
GCA_018855395.1,Arthromyces matolae,D32,530044,1;4;6;7;A;J;N;P;PRJNA417766;R,50532040,4374,ASM1885539v1
GCA_003415645.1,Articulospora tetracladia,NNIBRFG329,253309,1;4;5;7;A;J;N;P;PRJNA445174;R,41846809,2261713,ASM341564v1
GCA_022160305.1,Artomyces pyxidatus,HHB10654,48021,0;2;3;9;A;J;N;P;PRJNA239090;R,37987417,87039,Clapy1
GCA_030780645.1,Aschersonia sp. MBC 508,MBC 508,2993624,0;3;7;8;9;A;J;N;P;PRJNA879330;R,31391664,24605,ASM3078064v1
GCA_030780945.1,Aschersonia sp. MBC 593,MBC 593,2993625,0;3;7;8;9;A;J;N;P;PRJNA879330;R,29967148,21305,ASM3078094v1
GCA_030781625.1,Aschersonia sp. MBC 610,MBC 610,2993626,0;3;7;8;9;A;J;N;P;PRJNA879330;R,26824724,71215,ASM3078162v1
GCA_030781705.1,Aschersonia sp. MBC 612,MBC 612,2993627,0;3;7;8;9;A;J;N;P;PRJNA879330;R,26911698,60371,ASM3078170v1
GCA_030782805.1,Aschersonia sp. MBC 622,MBC 622,2993628,0;3;7;8;9;A;J;N;P;PRJNA879330;R,32680853,65956,ASM3078280v1
GCA_030783285.1,Aschersonia sp. MBC 710,MBC 710,2993629,0;3;7;8;9;A;J;N;P;PRJNA879330;R,31322490,21465,ASM3078328v1
GCA_030783925.1,Aschersonia sp. MBC 735,MBC 735,2993630,0;3;7;8;9;A;J;N;P;PRJNA879330;R,26987735,68998,ASM3078392v1
GCA_030785145.1,Aschersonia sp. MBC 819,MBC 819,2993631,0;3;7;8;9;A;J;N;P;PRJNA879330;R,26946078,67419,ASM3078514v1
GCA_030787035.1,Aschersonia sp. MBC 877,MBC 877,2993633,0;3;7;8;9;A;J;N;P;PRJNA879330;R,26887767,89839,ASM3078703v1
GCA_003788565.2,Ascobolus immersus RN42,RN42,1160509,3;4;6;8;A;J;N;P;PRJNA346638;R,59529874,171278,Ascim1
GCA_030573245.1,Ascobotryozyma americana,CBS 8560,219603,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17648120,33145,ASM3057324v1
GCA_030565755.1,Ascobotryozyma cognata,CBS 8753,219604,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17798944,15478,ASM3056575v1
GCA_027946445.1,Ascochyta clinopodiicola,IMI 359910,2249482,0;5;6;7;8;A;J;N;P;PRJNA786750;R,33614440,73711,ASM2794644v1
GCA_004335285.1,Ascochyta fabae,247/15,372025,0;1;3;5;6;A;J;N;P;PRJNA506513;R,44313589,32881,ASM433528v1
GCA_026119515.1,Ascochyta koolunga,KIN-16-703,2654375,2;5;6;7;8;A;J;N;P;PRJNA867522;R,56068377,2921940,ASM2611951v1
GCA_004011705.1,Ascochyta lentis,Al4,205686,0;1;5;6;9;A;J;N;P;PRJNA510691;R,41901677,1825080,Alentis_Al4
GCA_026119825.1,Ascochyta pisi,CBS 122785,749586,0;1;2;7;8;9;A;J;N;P;PRJNA827019;R,40897655,127950,ASM2611982v1
GCF_004011695.2,Ascochyta rabiei,Me14,5454,0;1;2;5;6;9;A;J;N;P;PRJNA510692;R,40846718,1944960,ASM401169v2
GCA_004335155.1,Ascochyta viciae,FOR-16-616,1677696,0;1;2;5;6;A;J;N;P;PRJNA506521;R,49894218,22916,ASM433515v1
GCA_004335205.1,Ascochyta viciae-villosae,ONG-16-641,487627,0;2;3;5;6;A;J;N;P;PRJNA506523;R,45955488,56180,ASM433520v1
GCA_000328965.1,Ascocoryne sarcoides NRRL 50072,NRRL 50072,1016881,0;1;2;7;A;J;N;P;PRJNA71021;R,34247354,395555,ASM32896v1
GCA_004786065.1,Ascodesmis nigricans,CBS 389.68,341454,2;4;5;7;9;A;J;N;P;PRJNA247594;R,27385218,128878,Ascni1
GCA_027569015.1,Ascodesmis sphaerospora,NRRL 22422,47183,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,49538203,1426386,ASM2756901v1
GCA_001600695.1,Ascoidea asiatica,JCM 7603,1301101,2;3;4;7;B;D;J;P;PRJDB3556;PRJDB3724;R,20313720,236462,JCM_7603_assembly_v001
GCF_001661345.1,Ascoidea rubescens DSM 1968,DSM 1968,1344418,0;2;5;6;7;8;A;J;N;P;PRJNA207865;R,17503998,171347,Ascru1
GCA_030560485.1,Ascoidea tarda (nom. inval.),NRRL Y-2393,1301102,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17200561,24899,ASM3056048v1
GCA_029300655.1,Ascomycota sp.,CTeuk-1837,1709939,0;1;3;8;9;A;J;N;P;PRJNA810309;R,34036250,97818,ASM2930065v1
GCA_024244165.1,Ascosphaera acerosa,ATCC 201316,51565,0;2;4;5;7;A;J;N;P;PRJNA725040;R,18611625,6524,UCR_Aace_1.0
GCA_024244195.1,Ascosphaera aggregata,USDA-ARS PIBMSR Wild2,51564,0;2;4;5;7;A;J;N;P;PRJNA725042;R,19806242,7408,UCR_Aagg_1.0
GCA_001636715.1,Ascosphaera apis ARSEF 7405,ARSEF 7405,392613,2;5;7;A;J;N;P;PRJNA72725;R,20313079,12807,AAP 1.0
GCA_024244595.1,Ascosphaera atra,ARSEF 5147,51567,0;2;3;4;5;7;A;J;N;P;PRJNA725043;R,29072376,2504,UCR_Aatr_1.0
GCA_024244615.1,Ascosphaera pollenicola,ATCC 62712,51576,0;2;5;7;A;J;N;P;PRJNA725050;R,19986793,6240,UCR_Apol_1.0
GCA_029299965.1,Aspergillaceae sp.,CTeuk-1914,1914746,0;1;3;8;9;A;J;N;P;PRJNA810309;R,13377384,2771,ASM2929996v1
GCA_023626435.1,Aspergillaceae sp. M1327,PF1803,2940351,1;2;3;8;A;J;N;P;PRJNA833221;R,27695660,378393,ASM2362643v1
GCA_023626575.1,Aspergillaceae sp. PF1803,PT4103,2940349,1;2;3;8;A;J;N;P;PRJNA833221;R,40239996,145836,ASM2362657v1
GCA_023626355.1,Aspergillaceae sp. S1602,S1701,2940352,1;2;3;8;A;J;N;P;PRJNA833221;R,33728083,510485,ASM2362635v1
GCA_023626415.1,Aspergillaceae sp. S1701,PF2412A,2940350,1;2;3;8;A;J;N;P;PRJNA833221;R,35144504,413082,ASM2362641v1
GCF_003184765.1,Aspergillus aculeatinus CBS 121060,CBS 121060,1448322,0;2;3;5;9;A;J;N;P;PRJNA235093;R,36471649,200731,Aspacu1
GCF_001890905.1,Aspergillus aculeatus ATCC 16872,ATCC 16872,690307,2;5;6;7;8;A;J;N;P;PRJNA82765;R,35424414,256127,Aspac1
GCA_001931935.1,Aspergillus aff. floccosus IMV 01167,IMV 01167,2562445,1;2;3;5;A;J;N;P;PRJNA355122;R,31588614,318858,ASM193193v1
GCF_023601865.1,Aspergillus affinis,CMG 70,1070780,1;2;3;7;8;A;J;N;P;PRJNA723818;R,37565501,216796,ASM2360186v2
GCF_009176365.1,Aspergillus alliaceus,CBS 536.65,209559,0;1;3;4;A;J;N;P;PRJNA334014;R,40168528,358234,Aspalli1
GCA_023624915.1,Aspergillus amoenus,S2904,1220191,1;2;3;8;A;J;N;P;PRJNA833221;R,33040702,669357,ASM2362491v1
GCA_027569315.1,Aspergillus amstelodami,NRRL 89,5054,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,25735522,182041,ASM2756931v1
GCA_009193545.1,Aspergillus arachidicola,CBS 117612,656916,3;6;8;9;A;J;N;P;PRJNA333896;R,39764385,291223,Aspara19utr
GCA_027569075.1,Aspergillus asperescens,NRRL 4770,176163,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,28016043,205464,ASM2756907v1
GCA_009193465.1,Aspergillus avenaceus,IBT 18842,36643,3;7;8;9;A;J;N;P;PRJNA333897;R,33765472,65043,Aspave1
GCA_003850985.1,Aspergillus awamori,IFM 58123,105351,4;6;8;9;B;D;J;P;PRJDB4986;R,38597812,4298649,Aawm_assembly01
GCA_027569055.1,Aspergillus baeticus,NRRL 62501,1194636,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,39786874,567911,ASM2756905v1
GCA_009193595.1,Aspergillus bertholletiae,IBT 29228,1226010,3;8;9;A;J;N;P;PRJNA333898;R,37014000,127941,Aspber1
GCA_027569045.1,Aspergillus biplanus,NRRL 5071,176164,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,42311670,744605,ASM2756904v1
GCF_001792695.1,Aspergillus bombycis,NRRL26010,109264,0;2;3;4;5;9;A;J;N;P;PRJNA320549;R,37474605,240792,ASM179269v1
GCA_001889945.1,Aspergillus brasiliensis CBS 101740,CBS 101740,767769,0;1;2;6;7;9;A;J;N;P;PRJNA207691;R,35804080,501428,Aspbr1
GCA_027569665.1,Aspergillus bridgeri,NRRL 13000,138275,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,40908724,253853,ASM2756966v1
GCF_003184695.1,Aspergillus brunneoviolaceus CBS 621.78,CBS 621.78,1450534,0;2;3;4;5;6;A;J;N;P;PRJNA235064;R,37477200,253676,Aspbru1
GCA_020284055.1,Aspergillus brunneus,CBS 112.26,41418,3;4;6;7;A;J;N;P;PRJNA644637;R,25637640,129205,ASM2028405v1
GCA_013421405.2,Aspergillus burnettii,FRR 5400,2508778,0;1;4;5;6;7;A;J;N;P;PRJNA516074;R,41001620,98219,ASM1342140v2
GCF_009193585.1,Aspergillus caelatus,CBS 763.97,61420,3;8;9;A;J;N;P;PRJNA333899;R,40016351,108564,Aspcae1
GCA_001511075.1,Aspergillus calidoustus,,454130,1;7;8;B;E;J;P;PRJEB7718;R,41102685,981393,Acal_Allpaths_LG
GCF_002847485.1,Aspergillus campestris IBT 28561,IBT 28561,1392248,0;1;2;6;7;A;J;N;P;PRJNA217206;R,28257496,1703432,Aspcam1
GCF_002847045.1,Aspergillus candidus,CBS 102.13,41067,0;1;3;4;8;A;J;N;P;PRJNA334018;R,27317772,285163,Aspcand1
GCA_001990825.1,Aspergillus carbonarius ITEM 5010,ITEM 5010,602072,1;3;4;7;A;J;N;P;PRJNA34741;R,36149134,118896,Aspca3
GCA_025688815.1,Aspergillus carlsbadensis,CBS 123894,1810906,0;3;4;5;9;A;J;N;P;PRJNA345930;R,39460077,249132,Aspcar1
GCA_027569065.1,Aspergillus cavernicola,NRRL 6327,176166,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,36796528,274623,ASM2756906v1
GCA_004769165.1,Aspergillus cejpii,FS110,1884262,0;2;4;5;6;A;J;N;P;PRJNA526604;R,23887422,3505643,ASM476916v1
GCF_016861735.1,Aspergillus chevalieri,M1,182096,0;1;7;9;B;D;J;P;PRJDB10979;R,29697343,3787471,AchevalieriM1_assembly01
GCF_000002715.2,Aspergillus clavatus NRRL 1,NRRL 1,344612,1;4;5;6;A;J;N;P;PRJNA15664;R,27859441,749511,ASM271v1
GCA_027569095.1,Aspergillus conjunctus,NRRL 5080,41746,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,34028019,287669,ASM2756909v1
GCA_009193565.1,Aspergillus coremiiformis,CBS 553.77,138285,0;3;9;A;J;N;P;PRJNA333900;R,30132285,53539,Aspcor1
GCF_003184835.1,Aspergillus costaricaensis CBS 115574,CBS 115574,1448317,0;2;3;5;8;A;J;N;P;PRJNA235080;R,36947918,426603,Aspcos1
GCA_021436935.1,Aspergillus creber,HOSP050413_5_135,1220201,6;7;8;9;A;J;N;P;PRJNA768996;R,34897705,710608,ASM2143693v1
GCA_026770215.1,Aspergillus cristatus,ACQ.1,573508,1;4;7;8;A;J;N;P;PRJNA874181;R,28019930,3228605,ASM2677021v1
GCA_019828945.1,Aspergillus croceus,JS3-P1,1695224,3;4;6;7;A;J;N;P;PRJNA644637;R,22867324,3562,ASM1982894v1
GCA_027569695.1,Aspergillus cvjetkovicii,NRRL 227,1220204,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,33734259,1010380,ASM2756969v1
GCA_027569885.1,Aspergillus diversus,NRRL 5074,176167,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,42244320,791273,ASM2756988v1
GCA_025688805.1,Aspergillus egyptiacus,CBS 656.73,41743,1;3;4;5;8;9;A;J;N;P;PRJNA345891;R,28335649,81542,Aspegy1
GCA_016097275.1,Aspergillus elegans,IMI 345568,93033,1;6;7;9;A;J;N;P;PRJNA679179;R,36777498,4601396,ASM1609727v1
GCA_003184645.1,Aspergillus ellipticus CBS 707.79,CBS 707.79,1448320,0;2;3;5;8;A;J;N;P;PRJNA235088;R,42866077,80447,Aspell1
GCF_003184535.1,Aspergillus eucalypticola CBS 122712,CBS 122712,1448314,0;2;3;5;6;7;A;J;N;P;PRJNA235076;R,34792412,865111,Aspeuc1
GCA_016413765.1,Aspergillus felis,FM324,1287682,0;1;6;7;8;A;J;N;P;PRJNA687106;R,33030366,4505747,ASM1641376v1
GCF_003184825.1,Aspergillus fijiensis CBS 313.89,CBS 313.89,1448319,0;2;3;5;7;8;A;J;N;P;PRJNA235087;R,36513906,290429,Aspfij1
GCF_000149645.3,Aspergillus fischeri NRRL 181,NRRL 181,331117,1;2;5;6;7;A;J;N;P;PRJNA15672;R,31377515,1240190,ASM14964v4
GCF_014117465.1,Aspergillus flavus NRRL3357,NRRL3357,332952,0;1;2;6;9;A;J;N;P;PRJNA606291;R,36995582,2397812,ASM1411746v1
GCA_012184565.1,Aspergillus floridensis,IHEM 21069,1072270,0;1;3;4;5;7;A;J;N;P;PRJNA574013;R,35394120,72408,ASM1218456v1
GCA_027569115.1,Aspergillus fructus,NRRL 239,1220205,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,33631114,1677664,ASM2756911v1
GCA_012656285.1,Aspergillus fumigatiaffinis,CNM-CM6805,340414,2;3;5;9;A;J;N;P;PRJNA592352;R,33470809,154394,ASM1265628v1
GCF_000002655.1,Aspergillus fumigatus Af293,Af293,330879,1;3;A;J;N;P;PRJNA131;R,29384958,2460113,ASM265v1
GCA_027569145.1,Aspergillus funiculosus,NRRL 4744,176168,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,25696535,789211,ASM2756914v1
GCF_001890805.1,Aspergillus glaucus CBS 516.65,CBS 516.65,1160497,1;4;6;8;9;A;J;N;P;PRJNA169684;R,27993362,150165,Aspgl1
GCA_027569155.1,Aspergillus haitiensis,NRRL 4568,1810914,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,36338520,455323,ASM2756915v1
GCA_001696595.2,Aspergillus hancockii,FRR 3425,1873369,2;3;5;6;8;A;J;N;P;PRJNA328536;R,39691269,77984,ASM169659v2
GCF_003184545.1,Aspergillus heteromorphus CBS 117.55,CBS 117.55,1448321,0;2;3;5;8;9;A;J;N;P;PRJNA235089;R,35607567,657941,Asphet1
GCA_014281905.1,Aspergillus hiratsukae,CNM-CM5793,1194566,1;3;6;A;J;N;P;PRJNA633131;R,30071213,99825,ASM1428190v1
GCF_003184865.1,Aspergillus homomorphus CBS 101889,CBS 101889,1450537,0;2;3;5;6;A;J;N;P;PRJNA235062;R,34054866,295779,Asphom1
GCA_032158085.1,Aspergillus hortae,MCA8,1107321,0;5;7;9;A;J;N;P;PRJNA975750;R,31114527,1070508,CIB_AhMCA8_1.0
GCF_003184845.1,Aspergillus ibericus CBS 121593,CBS 121593,1448316,0;2;3;5;7;9;A;J;N;P;PRJNA235079;R,33437983,283478,Aspibe1
GCA_003719405.1,Aspergillus incahuasiensis,NRRL 66825,2484740,0;4;6;8;9;A;J;N;P;PRJNA498066;R,31006665,41769,ASM371940v1
GCA_003184685.1,Aspergillus indologenus CBS 114.80,CBS 114.80,1450541,0;2;3;5;9;A;J;N;P;PRJNA235059;R,38592838,139187,Aspind1
GCA_027569185.1,Aspergillus intermedius,NRRL 82,41412,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,26573094,171149,ASM2756918v1
GCF_003184785.1,Aspergillus japonicus CBS 114.51,CBS 114.51,1448312,0;2;3;5;7;A;J;N;P;PRJNA235073;R,36099954,226011,Aspjap1
GCA_021437015.1,Aspergillus jensenii,C4_18042019,1220206,0;6;7;9;A;J;N;P;PRJNA769000;R,35429369,866901,ASM2143701v1
GCA_027569205.1,Aspergillus kassunensis,NRRL 3752,469275,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,34487739,506921,ASM2756920v1
GCA_013306195.1,Aspergillus latus,MM151978,41734,2;4;5;6;7;8;A;J;N;P;PRJNA542678;R,63570296,172899,ASM1330619v1
GCF_010724455.1,Aspergillus lentulus,IFM 58399,293939,1;5;6;8;B;D;J;P;PRJDB8156;R,30229310,247240,ASM1072445v1
GCA_009176345.1,Aspergillus leporis,CBS 151.66,41062,0;1;3;9;A;J;N;P;PRJNA333901;R,39425861,134759,Asplep1
GCF_016861625.1,Aspergillus luchuensis,IFO 4308,1069201,0;1;6;8;9;B;D;J;P;PRJDB10968;R,37256495,4830482,AkawachiiIFO4308_assembly01
GCF_016097325.1,Aspergillus melleus,CBS 546.65,138277,1;6;7;9;A;J;N;P;PRJNA679179;R,38850827,5594283,ASM1609732v1
GCA_028505775.1,Aspergillus minisclerotigenes,MRI390,656917,1;2;4;7;8;9;A;J;N;P;PRJNA742918;R,38025472,360475,ASM2850577v1
GCA_020826735.1,Aspergillus montevidensis,ZYD4,1173306,2;3;5;7;8;A;J;N;P;PRJNA775823;R,26622312,3879884,ASM2082673v1
GCF_003369625.1,Aspergillus mulundensis,DSM 5745,1810919,1;3;8;9;A;J;N;P;PRJNA389331;R,45341896,218918,ASM336962v1
GCA_015844325.1,Aspergillus nanangensis,MST-FP2251,2582783,3;4;5;8;A;J;N;P;PRJNA543384;R,36245875,155554,ASM1584432v1
GCF_003184625.1,Aspergillus neoniger CBS 115656,CBS 115656,1448310,0;2;3;5;7;A;J;N;P;PRJNA235072;R,35416444,343923,Aspneo1
GCA_023619815.1,Aspergillus neotritici,S2209,2932460,1;2;3;8;A;J;N;P;PRJNA833221;R,28548381,347985,ASM2361981v1
GCF_000011425.1,Aspergillus nidulans FGSC A4,FGSC A4,227321,0;4;5;9;A;E;J;P;PRJEA40559;R,29828291,679860,ASM1142v1
GCF_000002855.4,Aspergillus niger,,5061,1;2;5;7;9;A;J;N;P;PRJNA19275;R,33975768,114002,ASM285v2
GCF_001204775.2,Aspergillus nomiae NRRL 13137,NRRL 13137,1509407,2;4;5;6;9;A;J;N;P;PRJNA246595;R,36137300,66657,ASM120477v2
GCF_002847465.1,Aspergillus novofumigatus IBT 16806,IBT 16806,1392255,1;2;7;A;J;N;P;PRJNA217212;R,32440129,3768347,Aspnov1
GCA_009176405.1,Aspergillus novoparasiticus,CBS 126849,986946,0;3;5;9;A;J;N;P;PRJNA333905;R,40857493,241198,Aspnovo1
GCF_002846915.1,Aspergillus ochraceoroseus IBT 24754,IBT 24754,1392256,1;2;3;7;A;J;N;P;PRJNA217213;R,27718211,2489623,Aspergillus ochraceoroseus IBT 24754 v1.1
GCA_004849945.1,Aspergillus ochraceus,fc-1,40380,0;2;4;6;8;A;J;N;P;PRJNA264608;R,37017470,1342807,AoFc
GCA_014250555.1,Aspergillus oerlinghausenensis,CBS 139183,1774284,4;5;6;7;A;J;N;P;PRJNA577646;R,32321563,395561,ASM1425055v1
GCA_003719415.1,Aspergillus olivimuriae,NRRL 66783,2184023,0;4;8;9;A;J;N;P;PRJNA498048;R,30085639,27036,ASM371941v1
GCF_000184455.2,Aspergillus oryzae RIB40,RIB40,510516,0;2;8;9;A;J;N;P;PRJNA20809;R,37882812,2324132,ASM18445v3
GCA_025592935.1,Aspergillus ostianus,IFST Aos1,138279,5;6;7;8;9;A;J;N;P;PRJNA765789;R,35685113,88477,ASM2559293v1
GCA_027569225.1,Aspergillus panamensis,NRRL 1786,41747,1;2;4;5;6;8;A;J;N;P;PRJNA852164;R,31672359,377292,ASM2756922v1
GCA_028505765.1,Aspergillus parasiticus,MRI410,5067,1;3;5;8;9;A;J;N;P;PRJNA835319;R,38682576,2119486,ASM2850576v1
GCA_002215965.1,Aspergillus persii,NIBRFGC000004109,306094,3;4;6;7;8;A;J;N;P;PRJNA368784;R,38414373,279982,ASM221596v1
GCA_003344505.1,Aspergillus phoenicis ATCC 13157,ATCC 13157,1353007,0;2;4;5;8;9;A;J;N;P;PRJNA209548;R,35753538,695580,Aspph1
