ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_050710675.1_ASM5071067v1,5599,Alternaria alternata,AEH-2430,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_050710565.1_ASM5071056v1,5599,Alternaria alternata,AEH-2437,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_049724695.1_ASM4972469v1,5599,Alternaria alternata,AEH-3014,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_049724635.1_ASM4972463v1,5599,Alternaria alternata,AEH-3049,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_001443195.1_ASM144319v1,5599,Alternaria alternata,ATCC 34957,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_047716545.1_ASM4771654v1,5599,Alternaria alternata,ATCC 66981,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_023079285.1_ASM2307928v1,5599,Alternaria alternata,Altal1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_001696825.1_ASM169682v1,5599,Alternaria alternata,B2a,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_014154925.1_ASM1415492v1,5599,Alternaria alternata,B3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344995.1_ASM2234499v1,5599,Alternaria alternata,BC2-RLR-17S,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344985.1_ASM2234498v1,5599,Alternaria alternata,C11,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344955.1_ASM2234495v1,5599,Alternaria alternata,C14,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344925.1_ASM2234492v1,5599,Alternaria alternata,C19,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344905.1_ASM2234490v1,5599,Alternaria alternata,C20,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344885.1_ASM2234488v1,5599,Alternaria alternata,C21,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344895.1_ASM2234489v1,5599,Alternaria alternata,C22,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344875.1_ASM2234487v1,5599,Alternaria alternata,C24,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344855.1_ASM2234485v1,5599,Alternaria alternata,C25,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344825.1_ASM2234482v1,5599,Alternaria alternata,C4,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344835.1_ASM2234483v1,5599,Alternaria alternata,C5,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344775.1_ASM2234477v1,5599,Alternaria alternata,C6,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194745.1_CS013_annot_assembly,5599,Alternaria alternata,CS013,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194815.1_CS017_annot_assembly,5599,Alternaria alternata,CS017,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193915.1_CS026_annot_assembly,5599,Alternaria alternata,CS026,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194805.1_CS038_annot_assembly,5599,Alternaria alternata,CS038,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194885.1_CS057_annot_assembly,5599,Alternaria alternata,CS057,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194895.1_CS085_annot_assembly,5599,Alternaria alternata,CS085,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194365.1_CS091_annot_assembly,5599,Alternaria alternata,CS091,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194965.1_CS092_annot_assembly,5599,Alternaria alternata,CS092,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194395.1_CS106_annot_assembly,5599,Alternaria alternata,CS106,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194915.1_CS126_annot_assembly,5599,Alternaria alternata,CS126,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194375.1_CS133_annot_assembly,5599,Alternaria alternata,CS133,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193295.1_CS134_annot_assembly,5599,Alternaria alternata,CS134,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194415.1_CS139_annot_assembly,5599,Alternaria alternata,CS139,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192815.1_CS152_annot_assembly,5599,Alternaria alternata,CS152,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193275.1_CS185_annot_assembly,5599,Alternaria alternata,CS185,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192775.1_CS311_annot_assembly,5599,Alternaria alternata,CS311,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192785.1_CS313_annot_assembly,5599,Alternaria alternata,CS313,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192515.1_CS314_annot_assembly,5599,Alternaria alternata,CS314,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192955.1_CS330_annot_assembly,5599,Alternaria alternata,CS330,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192795.1_CS339_annot_assembly,5599,Alternaria alternata,CS339,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193015.1_CS371_annot_assembly,5599,Alternaria alternata,CS371,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192595.1_CS403_annot_assembly,5599,Alternaria alternata,CS403,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344765.1_ASM2234476v1,5599,Alternaria alternata,D3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344745.1_ASM2234474v1,5599,Alternaria alternata,D4,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020736775.1_ASM2073677v1,5599,Alternaria alternata,DET2001,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020736745.1_ASM2073674v1,5599,Alternaria alternata,DET2010,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020736755.1_ASM2073675v1,5599,Alternaria alternata,DET2019,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_029891365.1_ASM2989136v1,5599,Alternaria alternata,DZ,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_055769715.1_ASM5576971v1,5599,Alternaria alternata,EC252,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_055769695.1_ASM5576969v1,5599,Alternaria alternata,EC300,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_055769815.1_ASM5576981v1,5599,Alternaria alternata,EC344,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107915.1_ASM5110791v1,5599,Alternaria alternata,EC5,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107895.1_ASM5110789v1,5599,Alternaria alternata,EC7,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107855.1_ASM5110785v1,5599,Alternaria alternata,EC724,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107955.1_ASM5110795v1,5599,Alternaria alternata,EC730,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107835.1_ASM5110783v1,5599,Alternaria alternata,EC783,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_051107875.1_ASM5110787v1,5599,Alternaria alternata,EC86,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344705.1_ASM2234470v1,5599,Alternaria alternata,EGS_44-110,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344695.1_ASM2234469v1,5599,Alternaria alternata,EGS_44-159,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_058224475.1_ASM5822447v1,5599,Alternaria alternata,EOD115,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_016097525.1_ASM1609752v1,5599,Alternaria alternata,EV-MIL-31,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_057128055.1_ASM5712805v1,5599,Alternaria alternata,Eth.006.2.Aa,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_004154755.1_ASM415475v1,5599,Alternaria alternata,FERA 1177,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344665.1_ASM2234466v1,5599,Alternaria alternata,H1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344655.1_ASM2234465v1,5599,Alternaria alternata,H10,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344635.1_ASM2234463v1,5599,Alternaria alternata,H11,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344625.1_ASM2234462v1,5599,Alternaria alternata,H13,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344615.1_ASM2234461v1,5599,Alternaria alternata,H15,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344575.1_ASM2234457v1,5599,Alternaria alternata,H18,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344545.1_ASM2234454v1,5599,Alternaria alternata,H19,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344555.1_ASM2234455v1,5599,Alternaria alternata,H20,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344495.1_ASM2234449v1,5599,Alternaria alternata,H23,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344505.1_ASM2234450v1,5599,Alternaria alternata,H3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_011420255.1_NIBR_JS-0527_1.0,5599,Alternaria alternata,JS-0527,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_009650635.1_ASM965063v1,5599,Alternaria alternata,JS-1623,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_058640675.1_ASM5864067v1,5599,Alternaria alternata,KACC 411286,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_056822635.1_KAS5386_auto_new,5599,Alternaria alternata,KAS5386,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_056882425.1_KAS5497_auto_new,5599,Alternaria alternata,KAS5497,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020736765.1_ASM2073676v1,5599,Alternaria alternata,KAS5516,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_040783835.1_ASM4078383v1,5599,Alternaria alternata,KAS5743,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_056882405.1_KAS6096_auto_new,5599,Alternaria alternata,KAS6096,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_046563045.1_ASM4656304v1,5599,Alternaria alternata,Karbala-1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_054051525.1_ASM5405152v1,5599,Alternaria alternata,LG038,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_004634295.1_ASM463429v1,5599,Alternaria alternata,MOD1-FUNGI5,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020736535.1_Altalt1,5599,Alternaria alternata,MPI-PUGE-AT-0064,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_009932595.1_AaP1.0,5599,Alternaria alternata,NAP07,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_039700845.1_ASM3970084v1,5599,Alternaria alternata,P02PL2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_039700775.1_ASM3970077v1,5599,Alternaria alternata,P04PR2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_018104255.1_ASM1810425v1,5599,Alternaria alternata,PF1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_011420445.1_ASM1142044v1,5599,Alternaria alternata,PN1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_011420565.1_ASM1142056v1,5599,Alternaria alternata,PN2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193245.1_RS002_annot_assembly,5599,Alternaria alternata,RS002,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966192895.1_RS007_annot_assembly,5599,Alternaria alternata,RS007,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966193055.1_RS026_annot_assembly,5599,Alternaria alternata,RS026,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194425.1_RS048_annot_assembly,5599,Alternaria alternata,RS048,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966195285.1_RS052_annot_assembly,5599,Alternaria alternata,RS052,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966194405.1_RS071_annot_assembly,5599,Alternaria alternata,RS071,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_966195275.1_RS102_annot_assembly,5599,Alternaria alternata,RS102,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCF_001642055.1_Altal1,5599,Alternaria alternata,SRC1lrK2f,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344485.1_ASM2234448v1,5599,Alternaria alternata,X1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344465.1_ASM2234446v1,5599,Alternaria alternata,X11,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344435.1_ASM2234443v1,5599,Alternaria alternata,X12,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344415.1_ASM2234441v1,5599,Alternaria alternata,X15,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344405.1_ASM2234440v1,5599,Alternaria alternata,X16,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344365.1_ASM2234436v1,5599,Alternaria alternata,X6,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344355.1_ASM2234435v1,5599,Alternaria alternata,X7,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344335.1_ASM2234433v1,5599,Alternaria alternata,X8,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344295.1_ASM2234429v1,5599,Alternaria alternata,X9,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_049859505.1_XJAU_Aal2021_1.1,5599,Alternaria alternata,XJAU_2021,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_054126945.1_ASM5412694v1,5599,Alternaria alternata,XJaa,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_055084135.1_ASM5508413v1,5599,Alternaria alternata,Y-2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344325.1_ASM2234432v1,5599,Alternaria alternata,Y1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344265.1_ASM2234426v1,5599,Alternaria alternata,Y10,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344255.1_ASM2234425v1,5599,Alternaria alternata,Y12,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344225.1_ASM2234422v1,5599,Alternaria alternata,Y13,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344235.1_ASM2234423v1,5599,Alternaria alternata,Y14,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344205.1_ASM2234420v1,5599,Alternaria alternata,Y15,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344135.1_ASM2234413v1,5599,Alternaria alternata,Y16,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344125.1_ASM2234412v1,5599,Alternaria alternata,Y17,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344165.1_ASM2234416v1,5599,Alternaria alternata,Y2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344145.1_ASM2234414v1,5599,Alternaria alternata,Y3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022344155.1_ASM2234415v1,5599,Alternaria alternata,Y4,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345335.1_ASM2234533v1,5599,Alternaria alternata,Y7,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020085065.1_ASM2008506v1,5599,Alternaria alternata,Y784-BC03,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345305.1_ASM2234530v1,5599,Alternaria alternata,Y8,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345275.1_ASM2234527v1,5599,Alternaria alternata,Y9,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345265.1_ASM2234526v1,5599,Alternaria alternata,Z1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345285.1_ASM2234528v1,5599,Alternaria alternata,Z10,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345245.1_ASM2234524v1,5599,Alternaria alternata,Z11,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345235.1_ASM2234523v1,5599,Alternaria alternata,Z12,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345165.1_ASM2234516v1,5599,Alternaria alternata,Z13,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345175.1_ASM2234517v1,5599,Alternaria alternata,Z14,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345185.1_ASM2234518v1,5599,Alternaria alternata,Z15,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022355435.1_ASM2235543v1,5599,Alternaria alternata,Z2,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345155.1_ASM2234515v1,5599,Alternaria alternata,Z3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345105.1_ASM2234510v1,5599,Alternaria alternata,Z4,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345095.1_ASM2234509v1,5599,Alternaria alternata,Z5,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345075.1_ASM2234507v1,5599,Alternaria alternata,Z6,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_001572055.1_ASM157205v1,5599,Alternaria alternata,Z7,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022345085.1_ASM2234508v1,5599,Alternaria alternata,Z8,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_020449105.1_ASM2044910v1,5599,Alternaria alternata,hznu325,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata
GCA_022814545.1_ASM2281454v1,1187901,Alternaria angustiovoidea,FKII-L2-CM-DRAB1,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria angustiovoidea
GCA_022814425.1_ASM2281442v1,1187901,Alternaria angustiovoidea,FKII-L8-BK-P2B,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria angustiovoidea
GCA_052110775.1_ASM5211077v1,156630,Alternaria arborescens,66744,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria arborescens
GCA_020736785.1_ASM2073678v1,156630,Alternaria arborescens,DET2008,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Alternaria,Alternaria arborescens
